Table Name (Manufacturer Year)	Manufacturer	Year	Theme	Player(s)	IPDB Number	Description(s)	Type	VP Version	Table URL	Table Author(s)	Table Version	Table Date
Running Horse (Inder 1976)	Inder	1976	Sports - Horce Racing	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Pelos	1.0	2020-04-24
Safari (Bally 1966)	Bally	1966	Adventure	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Leon Spalding	RC1	2006-11-16
Saloon (Taito do Brasil 1978)	Taito do Brasil	1978						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Exegeta, Roataguile	1.1	2019-12-08
SaucerBB (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.0	2020-03-06
Sci-Fi Classic (Original 2005)	Original	2005	Science Fiction	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	FP Dev Team	1.1	2005-12-31
Scooby Doo (Original 2006)	Original	2006	Cartoons	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Roney Pinball	3.0	2006-05-17
Screaming Skulls (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.0	2019-10-18
Sea Ray (Bally 1971)	Bally	1971	Sports - Water Sports - Spear Fishing - Diving	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Margoni	1.0	2020-07-22
Ship-Mates (Gottlieb 1964)	Gottlieb	1964	Naval	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte	1.00	2008-09-22
Silverball Mania ULTIMATE (Bally 1978)	Bally	1978	Sports - Pinball - Fantasy	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Destruk, Ezepov, PinballParade, SLAMT1LT, Uncle Reamus	1.01	2014-01-11
Skywalker (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Taylor69	1.0	2020-04-18
Snow Derby (Gottlieb 1970)	Gottlieb	1970	Sports - Skiing - Snowmobiling	2		FP Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Lovesexy45	1.01	2019-04-09
Sonic the HedgeHog ULTIMATE (Original 2014)	Original	2014	Sega	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Atros, PinWizKid, SLAMT1LT	1.02	2014-02-06
Sons Of Anarchy (Original 2012)	Original	2012	TV Show	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Jipar	1.3	2012-05-19
Space Invaders (Bally 1979)	Bally	1979	Outer Space - Fantasy	4		Physics 2.7		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Germax, Onlinechaos	1.0	2011-10-23
Space Invaders II (Original 2007)	Original	2007	Outer Space - Fantasy	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Shmithz	1.0	2007-07-17
Space War 2 (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.0	2019-04-04
Spider-Man Zen Adaption (Zen Studios 2019)	Zen Studios	2019				BAM		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Granit	1.1	2019-03-27
Spin Out (Gottlieb 1975)	Gottlieb	1975	Sports - Auto Racing	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Greywolf	5.0	2009-02-21
Spirit Of 76 ULTRA (Gottlieb 1975)	Gottlieb	1975	Historical	4		Ultra		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte, SLAMT1LT	1.02	2013-08-13
Springfield (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	1.0	2019-12-25
Spyro (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	1.0	2019-05-06
Star Trek (Bally 1979)	Bally	1979	Licensed Theme - Outer Space	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte	1.00	2008-01-26
Star Trek (Stern 2013)	Stern	2013	Licensed Theme	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	DDH69, SLAMT1LT, TerryRed	1.03	2016-10-01
Star Trek Condition Red ULTIMATE Pro (Original 2019)	Original	2019	Science Fiction	4		MOD of Star Trek (Bally 1979)		FP	https://speak1970.wixsite.com/slamspinballemporium	SLAMT1LT	1.04	2019-07-04
Star Trek The Next Generation (Williams 1993)	Williams	1993	Licensed Theme, Outer Space	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Francisco666, Rom	1.2	2012-12-07
Star Trek ULTIMATE Pro (Bally 1979)	Bally	1979	Licensed Theme	4		DOFlinx		FP	https://speak1970.wixsite.com/slamspinballemporium	SLAMT1LT, Popotte	1.05	2019-09-05
Star Trek Vulcans (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	1.0	2019-09-05
Star Wars - Battle For Hoth (Original 2012)	Original	2012	Licensed Theme	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Jipar	1.2	2012-07-02
Star Wars Death Star Assault (Ultimate Pro) - Epic Space Battles (Original 2020)	Original	2020	Licensed Theme	4		BAM		FP	https://vpinball.com/VPBdownloads/	TerryRed, SLAMT1LT, Matt Ellis, Fuzzel, Steve Paradis, Wild, Gimli	Ultimate Pro 1.06 - ESB	2020-08-15
Star Wars Death Star Assault (Ultimate) (Original 2018)	Original	2018	Licensed Theme	4		DOFlinx,MX		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	SLAMT1LT, TerryRed	1.04	2018-07-06
Star Wars Death Star Assault Ultimate Pro (Original 2019)	Original	2019	Licensed Theme	4				FP	https://speak1970.wixsite.com/slamspinballemporium	SLAMT1LT	1.03	2019-09-27
Star Wars DSA BB-8 X-wing Ultimate Pro (Original 2020)	Original	2020	Licensed Theme	4		DOF MOD		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Gimli, SLAMT1LT, TerryRed, Wild	1.03D	2020-04-04
Star Wars DSA ULTIMATE Pro (Original 2020)	Original	2020	Licensed Theme	4				FP	https://speak1970.wixsite.com/slamspinballemporium	SLAMT1LT, Wild	1.06	2020-06-28
Star Wars Force Edition (Original 2011)	Original	2011	Licensed Theme	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	SLAMT1LT	1.01	2011-09-09
Star Wars Ultimate Pro (Original 2019)	Original	2019	Licensed Theme			BAM		FP	https://speak1970.wixsite.com/slamspinballemporium	SLAMT1LT	1.03	2019-09-27
Star Wars Ultra Edition Arcade (Original 2010)	Original	2010	Licensed Theme	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	SLAMT1LT	1.2	2010-05-13
Star-Jet (Bally 1963)	Bally	1963	Outer Space - Science Fiction - Space Fantasy	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte	1.00	2009-03-25
Stargate (Gottlieb 1995)	Gottlieb	1995	Outer Space - Science Fiction - Space Fantasy	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Ghostmachine	WIP	2015-04-23
Stargate All (Original 2018)	Original	2018	Outer Space - Science Fiction - Space Fantasy	4		BAM, MOD		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Josecabello	4	2018-10-14
Stargate-SG1 (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Wild	1.5	2019-07-16
StarMan SX (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.0	2019-03-15
Stonestar (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.0	2020-04-16
Straight Flush (Gottlieb 1957)	Gottlieb	1957	Cards - Gambling	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Leon Spalding	RC1	2007-05-24
Strange Magic (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	1.0	2019-12-25
Strange Worlds (Original 2020)	Original	2020	Comics					FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Ptrpmu	1.0	2020-05-28
Strato-Flite (Williams 1974)	Williams	1974	Avation	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Greywolf	5.0	2009-02-21
Strikes and Spares (Bally 1978)	Bally	1978	Sports - Bowling	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte	1.10	2006-05-22
Strikes and Spares ULTIMATE Pro (Bally 1978)	Bally	1978	Sports - Bowling	4				FP	https://speak1970.wixsite.com/slamspinballemporium	Popotte, SLAMT1LT	1.01	2019-07-25
Strip Joker Poker ULTIMATE (Original 2013)	Original	2013	Cards - Gambling	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	SLAMT1LT	1.02	2013-11-14
Super-Flite (Williams 1974)	Williams	1974	Avation	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Greywolf	5.0	2009-02-21
Superman (Original) (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	1.0	2020-04-22
Superman ULTIMATE EDITION (Original 2016)	Original	2016	Celebrities - Fictional - Licensed Theme	4		DOFlinx		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	SLAMT1LT,TerryRed	1.1	2016-11-04
Sure Shot (Gottlieb 1976)	Gottlieb	1976	Billiards	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Greywolf	5.0	2009-02-21
Surf Champ (Gottlieb 1976)	Gottlieb	1976	Sports - Water Sports - Happiness - Recreation - Surfing - Swimming	4		Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	MartinB, Popotte	2.4	2016-05-25
Surf Ride (Gottlieb 1967)	Gottlieb	1967	Nautical - Sailing - Swimming - Water Sports - Happiness	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Margoni	1.0	2020-02-01
Surfer (Gottlieb 1976)	Gottlieb	1976	Sports - Water Sports - Happiness - Recreation - Surfing - Swimming	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Greywolf, Popotte	5.0	2009-02-21
Sweet Hearts (Gottlieb 1963)	Gottlieb	1963	Cards - Gambling	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte	2.10	2006-09-08
Synth Machine (Original 2006)	Original	2006	Audio, Sound	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.1	2006-01-09
Tales from the Crypt (Data East 1993)	Data East	1993	Licensed Theme - Comic Book - Horror	4		DOFLinx, Mod of Tales From The Crypt Ultimate		FP	https://vpinball.com/VPBdownloads/	Major Frenchy, Slamt1lt, Francisco666, Polygame	2.0	2020-05-25
Tales from the Crypt ULTIMATE (Data East 1993)	Data East	1993	Licensed Theme - Comic Book - Horror	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	SLAMT1LT, Francisco666, Polygame	1.05	2014-10-31
Tales of the Arabian Nights (Williams 1996)	Williams	1996	Fantasy - Myth and Legend	4		Custom Physics		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	GeorgeH, Smoke, Gimli	1.8	2020-07-13
Target Alpha ULTIMATE (Gottlieb 1976)	Gottlieb	1976	Outer Space Fantasy	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte, SLAMT1LT	1.01	2013-11-03
Terminator 2 Skynet ULTIMATE (Williams 1991)	Williams	1991	Celebrities - Fictional - Licensed Theme	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Light86, Lio, SLAMT1LT	1.02	2014-01-05
Texas Ranger (Gottlieb 1972)	Gottlieb	1972	American West - Law Enforcement	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Margoni		2020-04-27
The 70's (Original 2020)	Original	2020	Music			FP Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	3.0 	2020-04-23
The Addams Family Pinball Gold Edition (Bally 1992)	Bally	1992	Celebrities, Fictional, Licensed Theme	4		FP Physics 2.7 LEDWIZ		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Glxb, Highlnder00	2.5	2013-03-01
The Addams Family ULTIMATE (Bally 1994)	Bally	1994	Celebrities - Fictional - Licensed Theme	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Glxb, HighInder00, SLAMT1LT	1.02	2013-11-02
The Addams Family ULTIMATE Pro (Bally 1994)	Bally	1994	Celebrities - Fictional - Licensed Theme	4		BAM		FP	https://speak1970.wixsite.com/slamspinballemporium	SLAMT1LT	1.05	2019-11-11
The Beatles - The Pinball (Original 2018)	Original	2018	Happiness - Music	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Masalaja		2018-11-19
The Beatles (Special Edition) (Original 2015)	Original	2015	Happiness - Music	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	2.0	2015-08-24
The Blues Brothers Ultimate (Original 2020)	Original	2020	Music			BAM, Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Marty02, SLAMT1LT, MartinB	1.0	2020-08-07
The Campagin (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Slicky	1.0	2020-04-19
The Crypt II (Original 2007)	Original	2007	Horror	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Shmithz	0.5 Beta	2007-07-18
The Dark Knight - ULTRA Edition (Stern 2008)	Stern	2008	Licensed Theme, Movie, Superhero	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Glxb, Lord Hiryu, Moogster66, Nash, Polygame, SLAMT1LT	1.04	2012-01-03
The Getaway High Speed II (Williams 1992)	Williams	1992	Cops - Driving - Police - Speeding	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Francisco666, Polygame, Rooter, Skinooe	1.0b	2013-11-07
The Good The Bad And The Ugly (DOFLinx) Cabinet mode (Original 2019)	Original	2019	Movie	4		BAM, Cabinet, DOFLinx, LEDWiz		FP	https://vpinball.com/VPBdownloads/	Major Frenchy, Jipar, Nitronimbus	2.1	2020-04-27
The Good The Bad And The Ugly MOD (Original 2019)	Original	2019	Movie	4		BAM, Mod		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Jipar, Nitronumbus	2.0	2019-11-05
The Goonies (Original 2012)	Original	2012	Licensed Theme	4		DOFLinx		FP	https://vpinball.com/VPBdownloads/	Dr.Tom	2.0	2016-12-08
The Grand Illusion (Original 2018)	Original	2018		4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	1.0	2018-04-20
The Groot (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Taylor69	1.0	2020-04-15
The Hungry Dead (Original 2019)	Original	2019				BAM, Custom Physics		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	GeorgeH, Ruckage	1.3	2019-10-23
The Jetsons (Original 2006)	Original	2006	Licensed Theme - Comic Book - Horror	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Roney Pinball	1.0	2006-07-12
The King Of Pop Michael Jackson (Original 2020)	Original	2020	Music			BAM		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	JPSalas, Marty02, WIld	1.0	2020-07-30
The Machine Bride Of Pin-Bot (Williams 1991)	Williams	1991	Fantasy - Outer Space	4		Physics 2.6		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Flash, Jc144, Jet082, Larsboy, Polygame, SLAMT1LT	1.02	2013-11-10
The Matrix (Original 2018)	Original	2018	Licensed Theme - Comic	4		MOD		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	GaBRi, Nitronimbus	2.0	2018-02-21
The Red Max (Bally 1971)	Bally	1971	Aviation	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Leon Spalding	RC1	2006-11-05
The Six Million Dollar Man ULTIMATE (Bally 1978)	Bally	1978	Celebrities - Fictional - Licensed Theme	6		Ultimate		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Freakofspeed, SLAMT1LT	1.01	2013-11-13
The Walking Dead (Original 2015)	Original	2015	Licensed Theme - Supernatural - Zombies	4		Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Ghostmachine	1.0	2015-04-05
The Walking Dead ProX (Stern 2014)	Stern	2014	Licensed Theme - Supernatural - Zombies	4		Physics 2.7		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Aduke, GeorgeH, RL	1.10	2018-02-23
The Walking Dead Season 3 (Original 2013)	Original	2013	Licensed Theme - Supernatural - Zombies	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Jipar	1.2	2013-09-16
Thoro-Bred (Gottlieb 1965)	Gottlieb	1965	Sports - Fox Hunting - Horses	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Margoni	1.0	2019-11-16
Three Angles (Original 2017)	Original	2017	Horror	4		Zedpinball		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	DrTom, BlindMankind, Centinex, Skinooe	1.666B	2014-09-30
Thundercats (Original 2006)	Original	2006		4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Roney Pinball	1.0	2006-05-17
Tim-Buc-Tu (Williams 1956)	Williams	1956		1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark Bouchard	1.0.1	2006-01-19
Time Machine (Zaccaria 1983)	Zaccaria	1983	Adventure - Fantasy - Time Travel	4		BAM		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Gimli, Mfuegemann, Wild	1.0	2020-02-03
Tiny Toons (Original 2018)	Original	2018		1		Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	2.0	2018-02-20
Tombstone Pinball (Original 2016)	Original	2016	Western	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	CryptDoctor21	1.0	2016-09-10
Torpedo!! (Petaco 1976)	Petaco	1976	Adventure - Combat	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Pelos	1.02	2020-06-06
Total Recall (Original 2019)	Original	2019				BAM, Custom Physics, FP Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	GeorgeH, Gimli, Popotte, Ravarcade, Whitey Weissman, Wild	1.5	2019-06-08
Toy Story (Original 2015)	Original	2015		1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	3.0	2015-05-16
Transformers (Stern 2011)	Stern	2011	Licensed Theme - Science Fiction	1		Zedpinball		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Rom, Skinooe, SLAMT1LT, Tii	1.02	2013-12-06
Trek New (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1.0	2019-10-08
Tribute to Bud Spencer (Original 2018)	Original	2018	TV Show - Fantasy - Time Travel	1		BAM		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Wild	2.0	2018-11-10
Triple Strike (Williams 1975)	Williams	1975	Sports - Bowling	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Greywolf	5.0	2009-02-21
Tron Legacy ULTIMATE (Stern 2011)	Stern	2011	Licensed Theme - Science Fiction	4		DOFLinxMX, Physics 2.7		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Rom, SLAMT1LT, TerryRed	1.01	2017-10-09
TutenKham (Original 2012)	Original	2012		4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Polygame, Shvmr	1.0	2012-11-03
Tweety (Original 2018)	Original	2018	Licensed Theme - Science Fiction	4		Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	3.0	2018-01-09
Twilight Zone 20th Anniversary ULTIMATE (Bally 1993)	Bally	1993	Adventure - Supernatural - Licensed Theme	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Francisco666, Rom, SLAMT1LT	1.02	2014-02-07
TX-Sector (Gottlieb 1988)	Gottlieb	1988	Space - Science Fiction	4		BAM		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Francisco666, GeorgeH	1.1	2019-12-17
Ultimate Iron Spidey (Original 2020)	Original	2020						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Bob5453, Episode	1.4	2020-04-22
Ulysse 31 (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Slun	1.01	2019-06-06
Under My Wheels II (Original 2007)	Original	2007	Race, Speed	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Shmithz	0.5 Beta	2007-07-18
Underdog (Original 2013)	Original	2013		1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Tii	1	2013-09-05
Unreal Tournament (Original 2007)	Original	2007	Computer Game	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Dope	1.4 Beta	2007-09-24
Up10sion (Original 2019)	Original	2019						FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Romicco	1.03E	2020-06-19
Vampire  (Original 2006)	Original	2006	Horror	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Ruckage	1.4	2006-01-09
Van Halen (Original 2015)	Original	2015	Happiness - Music	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	3.0	2015-05-15
Viking (Bally 1980)	Bally	1980	Historical	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Destruk62, Popotte	1.0	2019-03-28
Volley (Gottlieb 1976)	Gottlieb	1976	Sports - Tennis	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Popotte	1.0	2007-03-03
War of the Worlds (Original 2016)	Original	2016	TV Show - Fantasy - Time Travel	4		DOF MOD, Zedpinball		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Dr.Tom, RoneyPinball, Skinooe, SLAMT1LT	1.03	2016-11-22
Wild Card (Williams 1977)	Williams	1977	American West - Cards - Gambling	1				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Pelos	1.0	2020-05-29
Wild Fyre Ultra Edition (Stern 1978)	Stern	1978	Western	4				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	MartinB, SLAMT1LT	1.02	2013-05-14
Wild Wild West (Gottlieb 1969)	Gottlieb	1969	Western	2				FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Margoni	1.01	2020-07-28
Wings (Original 2019)	Original	2019				FP Physics 1.0		FP	http://www.pinsimdb.org/pinball/index-10-future_pinball	Mark1	3.0	2019-03-07
